   subj_id,    sex,age,rank,   session,     trial,react_time,  goodresp,     trial,rank_2,type
Nodon,         M,15,H,2,6,2877.1591,1,,H,Go
Nodon,         M,15,H,2,7,593.0496,1,,H,Go
Nodon,         M,15,H,2,8,3183.3494,1,,H,Go
Nodon,         M,15,H,2,9,3347.8394,1,,H,Go
Nodon,         M,15,H,2,10,4062.1518,1,,H,Go
Nodon,         M,15,H,2,11,9729.1096,1,,H,Go
Nodon,         M,15,H,2,12,2205.4382,1,,H,NoGo
Nodon,         M,15,H,2,13,1795.188,1,,H,Go
Nodon,         M,15,H,2,14,3243.5796,1,,H,Go
Nodon,         M,15,H,2,15,2774.0353,1,,H,Go
Nodon,         M,15,H,2,16,1795.4652,1,,H,Go
Nodon,         M,15,H,2,17,601.6725,1,,H,Go
Nodon,         M,15,H,2,18,2187.7775,1,,H,Go
Nodon,         M,15,H,2,19,859.2289,1,,H,Go
Nodon,         M,15,H,2,20,1992.5288,1,,H,Go
Nodon,         M,15,H,2,21,1305.8317,1,,H,Go
Nodon,         M,15,H,2,22,5201.0539,0,,H,NoGo
Nodon,         M,15,H,2,23,5199.0475,0,,H,NoGo
Nodon,         M,15,H,2,24,1073.5461,1,,H,Go
Nodon,         M,15,H,2,25,584.7001,1,,H,Go
Nodon,         M,15,H,2,26,893.6376,1,,H,Go
Nodon,         M,15,H,2,27,2516.6004,1,,H,Go
Nodon,         M,15,H,2,28,2187.7964,1,,H,NoGo
Nodon,         M,15,H,2,29,3547.106,1,,H,Go
Nodon,         M,15,H,2,30,5194.715,0,,H,NoGo
Nodon,         M,15,H,2,31,590.3307,1,,H,Go
Nodon,         M,15,H,2,32,1090.5681,1,,H,Go
Nodon,         M,15,H,2,33,1614.8603,1,,H,Go
Nodon,         M,15,H,2,34,5220.385,0,,H,NoGo
Nodon,         M,15,H,2,35,5556.1662,1,,H,Go
Nodon,         M,15,H,2,36,2198.5759,1,,H,Go
Nodon,         M,15,H,2,37,1065.4176,1,,H,Go
Nodon,         M,15,H,2,38,584.245,1,,H,Go
Nodon,         M,15,H,2,39,1219.7156,1,,H,Go
Nodon,         M,15,H,2,40,1254.3966,1,,H,Go
Nodon,         M,15,H,3,1,595.7174,1,,H,Go
Nodon,         M,15,H,3,2,2187.8255,1,,H,NoGo
Nodon,         M,15,H,3,3,2748.3482,1,,H,Go
Nodon,         M,15,H,3,4,5190.3611,0,,H,NoGo
Nodon,         M,15,H,3,5,1182.9643,1,,H,Go
Nodon,         M,15,H,3,6,584.6862,1,,H,Go
Nodon,         M,15,H,3,7,962.1511,1,,H,Go
Nodon,         M,15,H,3,8,10089.5644,1,,H,Go
Nodon,         M,15,H,3,9,589.8954,1,,H,Go
Nodon,         M,15,H,3,10,584.4142,1,,H,Go
Nodon,         M,15,H,3,11,5189.905,0,,H,NoGo
Nodon,         M,15,H,3,12,11852.3421,0,,H,NoGo
Nodon,         M,15,H,3,13,1628.559,1,,H,Go
Nodon,         M,15,H,3,14,601.605,1,,H,Go
Nodon,         M,15,H,3,15,688.0602,1,,H,Go
Nodon,         M,15,H,3,16,1125.8769,1,,H,Go
Nodon,         M,15,H,3,17,589.1559,1,,H,Go
Nodon,         M,15,H,3,18,1897.8179,1,,H,Go
Nodon,         M,15,H,3,19,9420.3002,1,,H,Go
Nodon,         M,15,H,3,20,2202.6017,1,,H,NoGo
Nodon,         M,15,H,3,21,3958.6887,1,,H,Go
Nodon,         M,15,H,3,22,2078.1275,1,,H,Go
Nodon,         M,15,H,3,23,5208.849,0,,H,NoGo
Nodon,         M,15,H,3,24,2352.9414,1,,H,Go
Nodon,         M,15,H,3,25,3134.0885,1,,H,Go
Nodon,         M,15,H,3,26,910.4369,1,,H,Go
Nodon,         M,15,H,3,27,1408.0581,1,,H,Go
Nodon,         M,15,H,3,28,2187.8961,1,,H,NoGo
Nodon,         M,15,H,3,29,945.076,1,,H,Go
Nodon,         M,15,H,3,30,4190.3067,1,,H,Go
Nodon,         M,15,H,3,31,5501.2898,0,,H,NoGo
Nodon,         M,15,H,3,32,970.4,1,,H,Go
Nodon,         M,15,H,3,33,2086.3322,1,,H,Go
Nodon,         M,15,H,3,34,2250.4217,1,,H,Go
Nodon,         M,15,H,3,35,1356.8241,1,,H,Go
Nodon,         M,15,H,3,36,2204.3714,1,,H,NoGo
Nodon,         M,15,H,3,37,763.4768,1,,H,Go
Nodon,         M,15,H,3,38,5209.3461,0,,H,NoGo
Nodon,         M,15,H,3,39,3305.6022,1,,H,Go
Nodon,         M,15,H,3,40,4542.3596,1,,H,Go
Nodon,         M,15,H,4,1,1961.0319,1,,H,Go
Nodon,         M,15,H,4,2,3393.4979,1,,H,Go
Nodon,         M,15,H,4,3,2187.5283,1,,H,NoGo
Nodon,         M,15,H,4,4,1658.4845,1,,H,Go
Nodon,         M,15,H,4,5,5189.784,0,,H,NoGo
Nodon,         M,15,H,4,6,1811.1319,1,,H,Go
Nodon,         M,15,H,4,7,2765.8329,1,,H,Go
Nodon,         M,15,H,4,8,3898.9071,1,,H,Go
Nodon,         M,15,H,4,9,2121.3958,1,,H,Go
Nodon,         M,15,H,4,10,7186.7961,0,,H,NoGo
Nodon,         M,15,H,4,11,2516.365,1,,H,Go
Nodon,         M,15,H,4,12,2190.911,1,,H,NoGo
Nodon,         M,15,H,4,13,601.5213,1,,H,Go
Nodon,         M,15,H,4,14,5198.7325,0,,H,NoGo
Nodon,         M,15,H,4,15,1218.8165,1,,H,Go
Nodon,         M,15,H,4,16,,,,H,
Nodon,         M,15,H,4,17,,,,H,
Nodon,         M,15,H,4,18,,,,H,
Nodon,         M,15,H,4,19,,,,H,
Nodon,         M,15,H,4,20,,,,H,
Nodon,         M,15,H,4,21,,,,H,
Nodon,         M,15,H,4,22,,,,H,
Nodon,         M,15,H,4,23,,,,H,
Nodon,         M,15,H,4,24,,,,H,
Nodon,         M,15,H,4,25,,,,H,
Nodon,         M,15,H,4,26,,,,H,
Nodon,         M,15,H,4,27,,,,H,
Nodon,         M,15,H,4,28,,,,H,
Nodon,         M,15,H,4,29,,,,H,
Nodon,         M,15,H,4,30,,,,H,
Nodon,         M,15,H,4,31,,,,H,
Nodon,         M,15,H,4,32,,,,H,
Nodon,         M,15,H,4,33,,,,H,
Nodon,         M,15,H,4,34,,,,H,
Nodon,         M,15,H,4,35,,,,H,
Nodon,         M,15,H,4,36,,,,H,
Nodon,         M,15,H,4,37,,,,H,
Nodon,         M,15,H,4,38,,,,H,
Nodon,         M,15,H,4,39,,,,H,
Nodon,         M,15,H,4,40,,,,H,
Nodon,         M,15,H,5,1,,,,H,
Nodon,         M,15,H,5,2,,,,H,
Nodon,         M,15,H,5,3,,,,H,
Nodon,         M,15,H,5,4,,,,H,
Nodon,         M,15,H,5,5,,,,H,
Nodon,         M,15,H,5,6,,,,H,
Nodon,         M,15,H,5,7,,,,H,
Nodon,         M,15,H,5,8,,,,H,
Nodon,         M,15,H,5,9,,,,H,
Nodon,         M,15,H,5,10,,,,H,
Nodon,         M,15,H,5,11,,,,H,
Nodon,         M,15,H,5,12,,,,H,
Nodon,         M,15,H,5,13,,,,H,
Nodon,         M,15,H,5,14,,,,H,
Nodon,         M,15,H,5,15,,,,H,
Nodon,         M,15,H,5,16,,,,H,
Nodon,         M,15,H,5,17,,,,H,
Nodon,         M,15,H,5,18,,,,H,
Nodon,         M,15,H,5,19,,,,H,
Nodon,         M,15,H,5,20,,,,H,
Nodon,         M,15,H,5,21,,,,H,
Nodon,         M,15,H,5,22,,,,H,
Nodon,         M,15,H,5,23,,,,H,
Nodon,         M,15,H,5,24,,,,H,
Nodon,         M,15,H,5,25,,,,H,
Nodon,         M,15,H,5,26,,,,H,
Nodon,         M,15,H,5,27,,,,H,
Nodon,         M,15,H,5,28,,,,H,
Nodon,         M,15,H,5,29,,,,H,
Nodon,         M,15,H,5,30,,,,H,
Nodon,         M,15,H,5,31,,,,H,
Nodon,         M,15,H,5,32,,,,H,
Nodon,         M,15,H,5,33,,,,H,
Nodon,         M,15,H,5,34,,,,H,
Nodon,         M,15,H,5,35,,,,H,
Nodon,         M,15,H,5,36,,,,H,
Nodon,         M,15,H,5,37,,,,H,
Nodon,         M,15,H,5,38,,,,H,
Nodon,         M,15,H,5,39,,,,H,
Nodon,         M,15,H,5,40,,,,H,
Sequel,         M,10,H,1,1,2211.8808,1,1,H,NoGo
Sequel,         M,10,H,1,2,2026.0051,1,0,H,Go
Sequel,         M,10,H,1,3,464.7756,1,0,H,Go
Sequel,         M,10,H,1,4,395.2018,1,0,H,Go
Sequel,         M,10,H,1,5,2188.4989,1,1,H,NoGo
Sequel,         M,10,H,1,6,3172.3634,1,0,H,Go
Sequel,         M,10,H,1,7,1647.6274,1,0,H,Go
Sequel,         M,10,H,1,8,820.3215,1,0,H,Go
Sequel,         M,10,H,1,9,602.9894,1,0,H,Go
Sequel,         M,10,H,1,10,435.8754,1,0,H,Go
Sequel,         M,10,H,1,11,3303.2457,0,1,H,NoGo
Sequel,         M,10,H,1,12,465.8478,1,0,H,Go
Sequel,         M,10,H,1,13,3367.0485,0,1,H,NoGo
Sequel,         M,10,H,1,14,1495.2949,1,0,H,Go
Sequel,         M,10,H,1,15,2696.2174,1,0,H,Go
Sequel,         M,10,H,1,16,468.9307,1,0,H,Go
Sequel,         M,10,H,1,17,617.2751,1,0,H,Go
Sequel,         M,10,H,1,18,3034.4118,1,0,H,Go
Sequel,         M,10,H,1,19,1518.3763,1,0,H,Go
Sequel,         M,10,H,1,20,2184.5368,1,1,H,NoGo
Sequel,         M,10,H,1,21,3133.4586,0,1,H,NoGo
Sequel,         M,10,H,1,22,394.852,1,0,H,Go
Sequel,         M,10,H,1,23,2132.6617,1,0,H,Go
Sequel,         M,10,H,1,24,1567.0218,1,0,H,Go
Sequel,         M,10,H,1,25,393.0545,1,0,H,Go
Sequel,         M,10,H,1,26,3875.9529,0,1,H,NoGo
Sequel,         M,10,H,1,27,1738.5553,1,0,H,Go
Sequel,         M,10,H,1,28,821.2238,1,0,H,Go
Sequel,         M,10,H,1,29,2188.824,1,1,H,NoGo
Sequel,         M,10,H,1,30,384.6128,1,0,H,Go
Sequel,         M,10,H,1,31,657.2514,1,0,H,Go
Sequel,         M,10,H,1,32,1989.1475,1,0,H,Go
Sequel,         M,10,H,1,33,599.1091,1,0,H,Go
Sequel,         M,10,H,1,34,4200.7011,0,1,H,NoGo
Sequel,         M,10,H,1,35,496.8175,1,0,H,Go
Sequel,         M,10,H,1,36,384.4116,1,0,H,Go
Sequel,         M,10,H,1,37,399.92,1,0,H,Go
Sequel,         M,10,H,1,38,388.1038,1,0,H,Go
Sequel,         M,10,H,1,39,3066.5397,0,1,H,NoGo
Sequel,         M,10,H,1,40,1051.2981,1,0,H,Go
Sequel,         M,10,H,2,1,2204.0552,1,1,H,NoGo
Sequel,         M,10,H,2,2,951.2564,1,0,H,Go
Sequel,         M,10,H,2,3,973.8746,1,0,H,Go
Sequel,         M,10,H,2,4,844.4743,1,0,H,Go
Sequel,         M,10,H,2,5,3908.4183,0,1,H,NoGo
Sequel,         M,10,H,2,6,2426.6854,1,0,H,Go
Sequel,         M,10,H,2,7,931.3387,1,0,H,Go
Sequel,         M,10,H,2,8,1196.9104,1,0,H,Go
Sequel,         M,10,H,2,9,793.4054,1,0,H,Go
Sequel,         M,10,H,2,10,1103.6038,1,0,H,Go
Sequel,         M,10,H,2,11,3616.6644,0,1,H,NoGo
Sequel,         M,10,H,2,12,400.2349,1,0,H,Go
Sequel,         M,10,H,2,13,4298.262,0,1,H,NoGo
Sequel,         M,10,H,2,14,1069.5637,1,0,H,Go
Sequel,         M,10,H,2,15,1644.0727,1,0,H,Go
Sequel,         M,10,H,2,16,1231.9551,1,0,H,Go
Sequel,         M,10,H,2,17,1519.021,1,0,H,Go
Sequel,         M,10,H,2,18,1860.6613,1,0,H,Go
Sequel,         M,10,H,2,19,1309.4115,1,0,H,Go
Sequel,         M,10,H,2,20,3643.4247,0,1,H,NoGo
Sequel,         M,10,H,2,21,3940.4465,0,1,H,NoGo
Sequel,         M,10,H,2,22,1493.6283,1,0,H,Go
Sequel,         M,10,H,2,23,1619.0879,1,0,H,Go
Sequel,         M,10,H,2,24,837.8588,1,0,H,Go
Sequel,         M,10,H,2,25,459.5917,1,0,H,Go
Sequel,         M,10,H,2,26,3382.2695,0,1,H,NoGo
Sequel,         M,10,H,2,27,640.3045,1,0,H,Go
Sequel,         M,10,H,2,28,2158.8076,1,0,H,Go
Sequel,         M,10,H,2,29,3473.1198,0,1,H,NoGo
Sequel,         M,10,H,2,30,1283.1965,1,0,H,Go
Sequel,         M,10,H,2,31,2108.8939,1,0,H,Go
Sequel,         M,10,H,2,32,371.5892,1,0,H,Go
Sequel,         M,10,H,2,33,385.5037,1,0,H,Go
Sequel,         M,10,H,2,34,3540.4143,0,1,H,NoGo
Sequel,         M,10,H,2,35,398.1016,1,0,H,Go
Sequel,         M,10,H,2,36,395.7132,1,0,H,Go
Sequel,         M,10,H,2,37,1078.3568,1,0,H,Go
Sequel,         M,10,H,2,38,1798.854,1,0,H,Go
Sequel,         M,10,H,2,39,3985.8967,0,1,H,NoGo
Sequel,         M,10,H,2,40,966.6397,1,0,H,Go
Sequel,         M,10,H,3,1,392.1019,1,0,H,Go
Sequel,         M,10,H,3,2,3032.9261,0,1,H,NoGo
Sequel,         M,10,H,3,3,641.887,1,0,H,Go
Sequel,         M,10,H,3,4,1209.896,1,0,H,Go
Sequel,         M,10,H,3,5,2188.9633,1,1,H,NoGo
Sequel,         M,10,H,3,6,3089.3833,1,0,H,Go
Sequel,         M,10,H,3,7,397.9261,1,0,H,Go
Sequel,         M,10,H,3,8,657.4914,1,0,H,Go
Sequel,         M,10,H,3,9,2498.2438,1,0,H,Go
Sequel,         M,10,H,3,10,1507.4586,1,0,H,Go
Sequel,         M,10,H,3,11,631.6245,1,0,H,Go
Sequel,         M,10,H,3,12,2202.7898,1,1,H,NoGo
Sequel,         M,10,H,3,13,1031.5762,1,0,H,Go
Sequel,         M,10,H,3,14,2204.9127,1,1,H,NoGo
Sequel,         M,10,H,3,15,2064.7017,1,0,H,Go
Sequel,         M,10,H,3,16,2331.7393,1,0,H,Go
Sequel,         M,10,H,3,17,1881.59,1,0,H,Go
Sequel,         M,10,H,3,18,2187.612,1,1,H,NoGo
Sequel,         M,10,H,3,19,2460.2672,1,0,H,Go
Sequel,         M,10,H,3,20,692.4908,1,0,H,Go
Sequel,         M,10,H,3,21,2847.1811,1,0,H,Go
Sequel,         M,10,H,3,22,2187.7963,1,1,H,NoGo
Sequel,         M,10,H,3,23,1712.1051,1,0,H,Go
Sequel,         M,10,H,3,24,2512.1472,1,0,H,Go
Sequel,         M,10,H,3,25,1482.3276,1,0,H,Go
Sequel,         M,10,H,3,26,391.4887,1,0,H,Go
Sequel,         M,10,H,3,27,510.5131,1,0,H,Go
Sequel,         M,10,H,3,28,3735.825,0,1,H,NoGo
Sequel,         M,10,H,3,29,393.9712,1,0,H,Go
Sequel,         M,10,H,3,30,4262.9764,0,1,H,NoGo
Sequel,         M,10,H,3,31,569.9299,1,0,H,Go
Sequel,         M,10,H,3,32,1345.0471,1,0,H,Go
Sequel,         M,10,H,3,33,4170.9571,1,0,H,Go
Sequel,         M,10,H,3,34,889.4322,1,0,H,Go
Sequel,         M,10,H,3,35,665.8072,1,0,H,Go
Sequel,         M,10,H,3,36,2186.3257,1,1,H,NoGo
Sequel,         M,10,H,3,37,3409.5145,0,1,H,NoGo
Sequel,         M,10,H,3,38,598.2723,1,0,H,Go
Sequel,         M,10,H,3,39,717.1416,1,0,H,Go
Sequel,         M,10,H,3,40,5714.8616,1,0,H,Go
Sequel,         M,10,H,4,1,1637.8049,1,0,H,Go
Sequel,         M,10,H,4,2,4057.9896,0,1,H,NoGo
Sequel,         M,10,H,4,3,500.4699,1,0,H,Go
Sequel,         M,10,H,4,4,897.1755,1,0,H,Go
Sequel,         M,10,H,4,5,2201.1631,1,1,H,NoGo
Sequel,         M,10,H,4,6,1121.0022,1,0,H,Go
Sequel,         M,10,H,4,7,391.8369,1,0,H,Go
Sequel,         M,10,H,4,8,2563.3704,1,0,H,Go
Sequel,         M,10,H,4,9,966.5995,1,0,H,Go
Sequel,         M,10,H,4,10,1508.5301,1,0,H,Go
Sequel,         M,10,H,4,11,742.5376,1,0,H,Go
Sequel,         M,10,H,4,12,3950.9541,0,1,H,NoGo
Sequel,         M,10,H,4,13,400.6934,1,0,H,Go
Sequel,         M,10,H,4,14,3811.0291,0,1,H,NoGo
Sequel,         M,10,H,4,15,786.3539,1,0,H,Go
Sequel,         M,10,H,4,16,1331.1862,1,0,H,Go
Sequel,         M,10,H,4,17,1259.3554,1,0,H,Go
Sequel,         M,10,H,4,18,2189.2459,1,1,H,NoGo
Sequel,         M,10,H,4,19,514.314,1,0,H,Go
Sequel,         M,10,H,4,20,1205.6576,1,0,H,Go
Sequel,         M,10,H,4,21,1043.2994,1,0,H,Go
Sequel,         M,10,H,4,22,3500.8958,0,1,H,NoGo
Sequel,         M,10,H,4,23,1029.3635,1,0,H,Go
Sequel,         M,10,H,4,24,991.5574,1,0,H,Go
Sequel,         M,10,H,4,25,1919.7117,1,0,H,Go
Sequel,         M,10,H,4,26,760.6285,1,0,H,Go
Sequel,         M,10,H,4,27,401.4064,1,0,H,Go
Sequel,         M,10,H,4,28,2204.4813,1,1,H,NoGo
Sequel,         M,10,H,4,29,888.8281,1,0,H,Go
Sequel,         M,10,H,4,30,3250.4994,0,1,H,NoGo
Sequel,         M,10,H,4,31,390.4029,1,0,H,Go
Sequel,         M,10,H,4,32,399.4691,1,0,H,Go
Sequel,         M,10,H,4,33,528.3993,1,0,H,Go
Sequel,         M,10,H,4,34,639.3646,1,0,H,Go
Sequel,         M,10,H,4,35,631.2238,1,0,H,Go
Sequel,         M,10,H,4,36,2205.0656,1,1,H,NoGo
Sequel,         M,10,H,4,37,3565.0472,0,1,H,NoGo
Sequel,         M,10,H,4,38,399.1665,1,0,H,Go
Sequel,         M,10,H,4,39,1996.8972,1,0,H,Go
Sequel,         M,10,H,4,40,940.5695,1,0,H,Go
Sequel,         M,10,H,5,1,1143.7479,1,0,H,Go
Sequel,         M,10,H,5,2,554.496,1,0,H,Go
Sequel,         M,10,H,5,3,3209.9775,0,1,H,NoGo
Sequel,         M,10,H,5,4,528.3348,1,0,H,Go
Sequel,         M,10,H,5,5,4647.5591,0,1,H,NoGo
Sequel,         M,10,H,5,6,398.6223,1,0,H,Go
Sequel,         M,10,H,5,7,1592.4319,1,0,H,Go
Sequel,         M,10,H,5,8,863.5579,1,0,H,Go
Sequel,         M,10,H,5,9,658.2052,1,0,H,Go
Sequel,         M,10,H,5,10,2204.4405,1,1,H,NoGo
Sequel,         M,10,H,5,11,1749.5691,1,0,H,Go
Sequel,         M,10,H,5,12,2188.4471,1,1,H,NoGo
Sequel,         M,10,H,5,13,618.3981,1,0,H,Go
Sequel,         M,10,H,5,14,2047.9746,1,0,H,Go
Sequel,         M,10,H,5,15,1405.4676,1,0,H,Go
Sequel,         M,10,H,5,16,1429.939,1,0,H,Go
Sequel,         M,10,H,5,17,2203.9385,1,1,H,NoGo
Sequel,         M,10,H,5,18,564.8754,1,0,H,Go
Sequel,         M,10,H,5,19,1635.8412,1,0,H,Go
Sequel,         M,10,H,5,20,2585.9186,1,0,H,Go
Sequel,         M,10,H,5,21,647.2659,1,0,H,Go
Sequel,         M,10,H,5,22,2186.4051,1,1,H,NoGo
Sequel,         M,10,H,5,23,2794.6655,1,0,H,Go
Sequel,         M,10,H,5,24,400.8232,1,0,H,Go
Sequel,         M,10,H,5,25,1043.8759,1,0,H,Go
Sequel,         M,10,H,5,26,2692.5628,1,0,H,Go
Sequel,         M,10,H,5,27,682.6931,1,0,H,Go
Sequel,         M,10,H,5,28,1747.8727,1,0,H,Go
Sequel,         M,10,H,5,29,2204.5107,1,1,H,NoGo
Sequel,         M,10,H,5,30,3904.3386,0,1,H,NoGo
Sequel,         M,10,H,5,31,387.2638,1,0,H,Go
Sequel,         M,10,H,5,32,1841.2451,1,0,H,Go
Sequel,         M,10,H,5,33,907.645,1,0,H,Go
Sequel,         M,10,H,5,34,811.0424,1,0,H,Go
Sequel,         M,10,H,5,35,6157.4811,1,0,H,Go
Sequel,         M,10,H,5,36,3592.057,0,1,H,NoGo
Sequel,         M,10,H,5,37,,,,H,
Sequel,         M,10,H,5,38,,,,H,
Sequel,         M,10,H,5,39,,,,H,
Sequel,         M,10,H,5,40,,,,H,
Sol,         M,17,H,1,1,21411.4632,1,0,H,Go
Sol,         M,17,H,1,2,4811.6351,1,0,H,Go
Sol,         M,17,H,1,3,2194.8017,1,1,H,NoGo
Sol,         M,17,H,1,4,2124.5796,1,0,H,Go
Sol,         M,17,H,1,5,2186.8673,1,1,H,NoGo
Sol,         M,17,H,1,6,5560.8008,1,0,H,Go
Sol,         M,17,H,1,7,1826.0686,1,0,H,Go
Sol,         M,17,H,1,8,665.5609,1,0,H,Go
Sol,         M,17,H,1,9,848.361,1,0,H,Go
Sol,         M,17,H,1,10,3947.9531,0,1,H,NoGo
Sol,         M,17,H,1,11,410.1863,1,0,H,Go
Sol,         M,17,H,1,12,4017.611,0,1,H,NoGo
Sol,         M,17,H,1,13,4291.0734,1,0,H,Go
Sol,         M,17,H,1,14,2802.6382,1,0,H,Go
Sol,         M,17,H,1,15,3988.7781,1,0,H,Go
Sol,         M,17,H,1,16,1239.3308,1,0,H,Go
Sol,         M,17,H,1,17,2205.2856,1,1,H,NoGo
Sol,         M,17,H,1,18,3344.9932,1,0,H,Go
Sol,         M,17,H,1,19,5149.6309,1,0,H,Go
Sol,         M,17,H,1,20,4042.1804,1,0,H,Go
Sol,         M,17,H,1,21,4375.0946,1,0,H,Go
Sol,         M,17,H,1,22,2185.8182,1,1,H,NoGo
Sol,         M,17,H,1,23,12000.844,1,0,H,Go
Sol,         M,17,H,1,24,614.9282,1,0,H,Go
Sol,         M,17,H,1,25,5148.7442,1,0,H,Go
Sol,         M,17,H,1,26,1868.9131,1,0,H,Go
Sol,         M,17,H,1,27,3208.9697,1,0,H,Go
Sol,         M,17,H,1,28,554.6139,1,0,H,Go
Sol,         M,17,H,1,29,3785.1856,0,1,H,NoGo
Sol,         M,17,H,1,30,3652.2526,0,1,H,NoGo
Sol,         M,17,H,1,31,2160.6406,1,0,H,Go
Sol,         M,17,H,1,32,511.9444,1,0,H,Go
Sol,         M,17,H,1,33,7106.8467,1,0,H,Go
Sol,         M,17,H,1,34,949.5217,1,0,H,Go
Sol,         M,17,H,1,35,1310.72,1,0,H,Go
Sol,         M,17,H,1,36,2186.4357,1,1,H,NoGo
Sol,         M,17,H,1,37,3861.3161,1,0,H,Go
Sol,         M,17,H,1,38,3473.6997,1,0,H,Go
Sol,         M,17,H,1,39,2184.923,1,1,H,NoGo
Sol,         M,17,H,1,40,4721.3441,1,0,H,Go
Sol,         M,17,H,2,1,2185.8707,1,1,H,NoGo
Sol,         M,17,H,2,2,1027.2989,1,0,H,Go
Sol,         M,17,H,2,3,4092.1839,1,0,H,Go
Sol,         M,17,H,2,4,382.7485,1,0,H,Go
Sol,         M,17,H,2,5,4203.307,0,1,H,NoGo
Sol,         M,17,H,2,6,1901.6775,1,0,H,Go
Sol,         M,17,H,2,7,1053.8334,1,0,H,Go
Sol,         M,17,H,2,8,1335.4474,1,0,H,Go
Sol,         M,17,H,2,9,1103.7468,1,0,H,Go
Sol,         M,17,H,2,10,4162.1843,1,0,H,Go
Sol,         M,17,H,2,11,2204.2713,1,1,H,NoGo
Sol,         M,17,H,2,12,937.2565,1,0,H,Go
Sol,         M,17,H,2,13,3632.517,0,1,H,NoGo
Sol,         M,17,H,2,14,3285.2174,1,0,H,Go
Sol,         M,17,H,2,15,673.895,1,0,H,Go
Sol,         M,17,H,2,16,2160.4865,1,0,H,Go
Sol,         M,17,H,2,17,589.3301,1,0,H,Go
Sol,         M,17,H,2,18,1001.945,1,0,H,Go
Sol,         M,17,H,2,19,439.8478,1,0,H,Go
Sol,         M,17,H,2,20,3686.2731,0,1,H,NoGo
Sol,         M,17,H,2,21,2185.2998,0,1,H,NoGo
Sol,         M,17,H,2,22,3190.4908,1,0,H,Go
Sol,         M,17,H,2,23,5088.6812,1,0,H,Go
Sol,         M,17,H,2,24,386.927,1,0,H,Go
Sol,         M,17,H,2,25,5125.6433,1,0,H,Go
Sol,         M,17,H,2,26,3794.69,0,1,H,NoGo
Sol,         M,17,H,2,27,1224.7963,1,0,H,Go
Sol,         M,17,H,2,28,948.4489,1,0,H,Go
Sol,         M,17,H,2,29,2186.511,1,1,H,NoGo
Sol,         M,17,H,2,30,4270.4476,1,0,H,Go
Sol,         M,17,H,2,31,3362.6768,1,0,H,Go
Sol,         M,17,H,2,32,1885.3247,1,0,H,Go
Sol,         M,17,H,2,33,3860.5866,1,0,H,Go
Sol,         M,17,H,2,34,3099.7777,0,1,H,NoGo
Sol,         M,17,H,2,35,385.9547,1,0,H,Go
Sol,         M,17,H,2,36,580.2331,1,0,H,Go
Sol,         M,17,H,2,37,529.1752,1,0,H,Go
Sol,         M,17,H,2,38,4840.1098,1,0,H,Go
Sol,         M,17,H,2,39,3963.9112,0,1,H,NoGo
Sol,         M,17,H,2,40,2159.4049,1,0,H,Go
Sol,         M,17,H,3,1,2186.7505,1,1,H,NoGo
Sol,         M,17,H,3,2,5732.4747,1,0,H,Go
Sol,         M,17,H,3,3,3473.8065,1,0,H,Go
Sol,         M,17,H,3,4,384.938,1,0,H,Go
Sol,         M,17,H,3,5,2186.3213,1,1,H,NoGo
Sol,         M,17,H,3,6,588.9526,1,0,H,Go
Sol,         M,17,H,3,7,2109.2293,1,0,H,Go
Sol,         M,17,H,3,8,1456.4735,1,0,H,Go
Sol,         M,17,H,3,9,1181.968,1,0,H,Go
Sol,         M,17,H,3,10,2005.5408,1,0,H,Go
Sol,         M,17,H,3,11,3461.0148,0,1,H,NoGo
Sol,         M,17,H,3,12,2228.4899,1,0,H,Go
Sol,         M,17,H,3,13,3299.762,0,1,H,NoGo
Sol,         M,17,H,3,14,769.0131,1,0,H,Go
Sol,         M,17,H,3,15,1825.454,1,0,H,Go
Sol,         M,17,H,3,16,1542.6349,1,0,H,Go
Sol,         M,17,H,3,17,1412.8325,1,0,H,Go
Sol,         M,17,H,3,18,3860.7077,1,0,H,Go
Sol,         M,17,H,3,19,1533.1277,1,0,H,Go
Sol,         M,17,H,3,20,3233.3381,0,1,H,NoGo
Sol,         M,17,H,3,21,3190.2839,0,1,H,NoGo
Sol,         M,17,H,3,22,3705.7,1,0,H,Go
Sol,         M,17,H,3,23,1026.2004,1,0,H,Go
Sol,         M,17,H,3,24,3698.536,1,0,H,Go
Sol,         M,17,H,3,25,3217.7691,1,0,H,Go
Sol,         M,17,H,3,26,3834.5174,0,1,H,NoGo
Sol,         M,17,H,3,27,725.5215,1,0,H,Go
Sol,         M,17,H,3,28,5423.5982,1,0,H,Go
Sol,         M,17,H,3,29,2205.5848,1,1,H,NoGo
Sol,         M,17,H,3,30,4245.9632,1,0,H,Go
Sol,         M,17,H,3,31,3429.5538,1,0,H,Go
Sol,         M,17,H,3,32,4194.4566,1,0,H,Go
Sol,         M,17,H,3,33,2929.8851,1,0,H,Go
Sol,         M,17,H,3,34,2185.677,1,1,H,NoGo
Sol,         M,17,H,3,35,3397.1462,1,0,H,Go
Sol,         M,17,H,3,36,1392.8324,1,0,H,Go
Sol,         M,17,H,3,37,682.2812,1,0,H,Go
Sol,         M,17,H,3,38,2443.5362,1,0,H,Go
Sol,         M,17,H,3,39,3349.4982,0,1,H,NoGo
Sol,         M,17,H,3,40,2480.9129,1,0,H,Go
Sol,         M,17,H,4,1,2134.0289,1,0,H,Go
