subj_id,sex,age,rank,     trial,ordre_block,   session,react_time,   picture,success,type_picture,stim,expe_pic,Bared teeth,rank_2,pic-control,control_Stroop
Aqua,         F,3,B,19,4,2,190.6994,0,1,None,None,0,0,B,-5074.9926,5074.9926
Aqua,         F,3,B,20,4,2,548.8558,0,1,None,None,0,0,B,-4716.8362,4716.8362
Aqua,         F,3,B,25,5,2,87.141,0,1,None,None,0,0,B,-5178.551,5178.551
Aqua,         F,3,B,26,5,2,1467.52,0,1,None,None,0,0,B,-3798.172,3798.172
Aqua,         F,3,B,31,6,2,2344.5087,0,1,None,None,0,0,B,-2921.1833,2921.1833
Aqua,         F,3,B,32,6,2,3406.083,0,1,None,None,0,0,B,-1859.609,1859.609
Aqua,         F,3,B,3,1,2,337.3742,3,1,Object,pic,0,0,B,-4928.3178,4928.3178
Aqua,         F,3,B,4,1,2,1387.3611,2,1,Object,pic,0,0,B,-3878.3309,3878.3309
Aqua,         F,3,B,5,1,2,35.2684,4,1,Object,pic,0,0,B,-5230.4236,5230.4236
Aqua,         F,3,B,6,1,2,74.2683,1,1,Object,pic,0,0,B,-5191.4237,5191.4237
Aqua,         F,3,B,9,2,2,474.8607,10,1,Neutral,pic,0,0,B,-4790.8313,4790.8313
Aqua,         F,3,B,10,2,2,849.3685,11,1,Neutral,pic,0,0,B,-4416.3235,4416.3235
Aqua,         F,3,B,11,2,2,721.5799,12,1,Neutral,pic,0,0,B,-4544.1121,4544.1121
Aqua,         F,3,B,12,2,2,2316.7674,9,1,Neutral,pic,0,0,B,-2948.9246,2948.9246
Aqua,         F,3,B,15,3,2,1815.7354,8,1,Threat,pic,0,0,B,-3449.9566,3449.9566
Aqua,         F,3,B,16,3,2,618.9183,5,1,Threat,pic,0,0,B,-4646.7737,4646.7737
Aqua,         F,3,B,17,3,2,668.4919,6,1,Threat,pic,0,0,B,-4597.2001,4597.2001
Aqua,         F,3,B,18,3,2,1073.0873,7,1,Threat,pic,0,0,B,-4192.6047,4192.6047
Aqua,         F,3,B,21,4,2,3955.2001,10,1,Neutral,pic,0,0,B,-1310.4919,1310.4919
Aqua,         F,3,B,22,4,2,285.4252,11,1,Neutral,pic,0,0,B,-4980.2668,4980.2668
Aqua,         F,3,B,23,4,2,1839.5203,9,1,Neutral,pic,0,0,B,-3426.1717,3426.1717
Aqua,         F,3,B,24,4,2,760.4061,12,1,Neutral,pic,0,0,B,-4505.2859,4505.2859
Aqua,         F,3,B,27,5,2,1389.9157,8,1,Threat,pic,0,0,B,-3875.7763,3875.7763
Aqua,         F,3,B,28,5,2,119.2861,7,1,Threat,pic,0,0,B,-5146.4059,5146.4059
Aqua,         F,3,B,29,5,2,2366.8102,5,1,Threat,pic,0,0,B,-2898.8818,2898.8818
Aqua,         F,3,B,30,5,2,41.8913,6,1,Threat,pic,0,0,B,-5223.8007,5223.8007
Aqua,         F,3,B,33,6,2,1453.2287,3,1,Object,pic,0,0,B,-3812.4633,3812.4633
Aqua,         F,3,B,34,6,2,3569.5311,4,1,Object,pic,0,0,B,-1696.1609,1696.1609
Aqua,         F,3,B,35,6,2,848.1913,1,1,Object,pic,0,0,B,-4417.5007,4417.5007
Aqua,         F,3,B,36,6,2,4969.1092,2,1,Object,pic,0,0,B,-296.5828,296.5828
Aqua,         F,3,B,1,1,3,53.2245,0,1,None,None,0,0,B,-5212.4675,5212.4675
Aqua,         F,3,B,2,1,3,19324.004,0,1,None,None,0,0,B,14058.312,-14058.312
Aqua,         F,3,B,7,2,3,4138.4457,0,1,None,None,0,0,B,-1127.2463,1127.2463
Aqua,         F,3,B,8,2,3,1531.7407,0,1,None,None,0,0,B,-3733.9513,3733.9513
Aqua,         F,3,B,13,3,3,3004.5509,0,1,None,None,0,0,B,-2261.1411,2261.1411
Aqua,         F,3,B,14,3,3,1572.6228,0,1,None,None,0,0,B,-3693.0692,3693.0692
Aqua,         F,3,B,19,4,3,6940.1488,0,1,None,None,0,0,B,1674.4568,-1674.4568
Aqua,         F,3,B,20,4,3,5132.4812,0,1,None,None,0,0,B,-133.2108,133.2108
Aqua,         F,3,B,25,5,3,12528.6225,0,1,None,None,0,0,B,7262.9305,-7262.9305
Aqua,         F,3,B,26,5,3,10509.394,0,1,None,None,0,0,B,5243.702,-5243.702
Aqua,         F,3,B,31,6,3,1863.0651,0,1,None,None,0,0,B,-3402.6269,3402.6269
Aqua,         F,3,B,32,6,3,369.68,0,1,None,None,0,0,B,-4896.012,4896.012
Aqua,         F,3,B,3,1,3,840.2156,12,1,Neutral,pic,0,0,B,-4425.4764,4425.4764
Aqua,         F,3,B,4,1,3,2578.1699,9,1,Neutral,pic,0,0,B,-2687.5221,2687.5221
Aqua,         F,3,B,5,1,3,357.4118,10,1,Neutral,pic,0,0,B,-4908.2802,4908.2802
Aqua,         F,3,B,6,1,3,2724.4542,11,1,Neutral,pic,0,0,B,-2541.2378,2541.2378
Aqua,         F,3,B,9,2,3,1133.4316,8,1,Threat,pic,0,0,B,-4132.2604,4132.2604
Aqua,         F,3,B,10,2,3,3231.6069,7,1,Threat,pic,0,0,B,-2034.0851,2034.0851
Aqua,         F,3,B,11,2,3,1393.7046,5,1,Threat,pic,0,0,B,-3871.9874,3871.9874
Aqua,         F,3,B,12,2,3,688.0635,6,1,Threat,pic,0,0,B,-4577.6285,4577.6285
Aqua,         F,3,B,15,3,3,3708.8614,10,1,Neutral,pic,0,0,B,-1556.8306,1556.8306
Aqua,         F,3,B,16,3,3,900.0424,9,1,Neutral,pic,0,0,B,-4365.6496,4365.6496
Aqua,         F,3,B,17,3,3,6515.9267,12,1,Neutral,pic,0,0,B,1250.2347,-1250.2347
Aqua,         F,3,B,18,3,3,1179.722,11,1,Neutral,pic,0,0,B,-4085.97,4085.97
Aqua,         F,3,B,21,4,3,5130.9155,4,1,Object,pic,0,0,B,-134.7765,134.7765
Aqua,         F,3,B,22,4,3,666.4717,3,1,Object,pic,0,0,B,-4599.2203,4599.2203
Aqua,         F,3,B,23,4,3,1425.3683,1,1,Object,pic,0,0,B,-3840.3237,3840.3237
Aqua,         F,3,B,24,4,3,2949.3036,2,1,Object,pic,0,0,B,-2316.3884,2316.3884
Aqua,         F,3,B,27,5,3,3458.046,2,1,Object,pic,0,0,B,-1807.646,1807.646
Aqua,         F,3,B,28,5,3,19807.5306,1,1,Object,pic,0,0,B,14541.8386,-14541.8386
Aqua,         F,3,B,29,5,3,163.768,4,1,Object,pic,0,0,B,-5101.924,5101.924
Aqua,         F,3,B,30,5,3,1868.2318,3,1,Object,pic,0,0,B,-3397.4602,3397.4602
Aqua,         F,3,B,33,6,3,2515.9152,6,1,Threat,pic,0,0,B,-2749.7768,2749.7768
Aqua,         F,3,B,34,6,3,261.9185,8,1,Threat,pic,0,0,B,-5003.7735,5003.7735
Aqua,         F,3,B,35,6,3,2814.7824,5,1,Threat,pic,0,0,B,-2450.9096,2450.9096
Aqua,         F,3,B,36,6,3,632.7431,7,1,Threat,pic,0,0,B,-4632.9489,4632.9489
Blossom,         F,3,H,1,1,0,8715.1424,0,1,None,None,0,0,H,4244.5384,-4244.5384
Blossom,         F,3,H,2,1,0,2356.4106,0,1,None,None,0,0,H,-2114.1934,2114.1934
Blossom,         F,3,H,3,1,0,2464.714,0,1,None,None,0,0,H,-2005.89,2005.89
Blossom,         F,3,H,4,1,0,756.8473,0,1,None,None,0,0,H,-3713.7567,3713.7567
Blossom,         F,3,H,5,1,0,9016.321,0,1,None,None,0,0,H,4545.717,-4545.717
Blossom,         F,3,H,6,1,0,9625.6938,0,1,None,None,0,0,H,5155.0898,-5155.0898
Blossom,         F,3,H,7,1,0,11834.7176,0,1,None,None,0,0,H,7364.1136,-7364.1136
Blossom,         F,3,H,8,1,0,7264.7399,0,1,None,None,0,0,H,2794.1359,-2794.1359
Blossom,         F,3,H,9,1,0,487.5597,0,1,None,None,0,0,H,-3983.0443,3983.0443
Blossom,         F,3,H,10,1,0,2048.3048,0,1,None,None,0,0,H,-2422.2992,2422.2992
Blossom,         F,3,H,1,1,1,486.5663,0,1,None,None,0,0,H,-3984.0377,3984.0377
Blossom,         F,3,H,2,1,1,5874.8521,0,1,None,None,0,0,H,1404.2481,-1404.2481
Blossom,         F,3,H,7,2,1,4590.7574,0,1,None,None,0,0,H,120.1534,-120.1534
Blossom,         F,3,H,8,2,1,6646.2961,0,1,None,None,0,0,H,2175.6921,-2175.6921
Blossom,         F,3,H,13,3,1,10322.5335,0,1,None,None,0,0,H,5851.9295,-5851.9295
Blossom,         F,3,H,14,3,1,3269.0001,0,1,None,None,0,0,H,-1201.6039,1201.6039
Blossom,         F,3,H,19,4,1,2984.7768,0,1,None,None,0,0,H,-1485.8272,1485.8272
Blossom,         F,3,H,20,4,1,4083.018,0,1,None,None,0,0,H,-387.586,387.586
Blossom,         F,3,H,25,5,1,38213.2866,0,0,None,None,0,0,H,33742.6826,-33742.6826
Blossom,         F,3,H,26,5,1,4956.8954,0,1,None,None,0,0,H,486.2914,-486.2914
Blossom,         F,3,H,31,6,1,2393.3838,0,1,None,None,0,0,H,-2077.2202,2077.2202
Blossom,         F,3,H,32,6,1,9491.1114,0,1,None,None,0,0,H,5020.5074,-5020.5074
Blossom,         F,3,H,3,1,1,86818.3021,9,0,Neutral,pic,0,0,H,82347.6981,-82347.6981
Blossom,         F,3,H,4,1,1,297.6885,10,1,Neutral,pic,0,0,H,-4172.9155,4172.9155
Blossom,         F,3,H,5,1,1,1328.9962,12,1,Neutral,pic,0,0,H,-3141.6078,3141.6078
Blossom,         F,3,H,6,1,1,49482.0794,11,0,Neutral,pic,0,0,H,45011.4754,-45011.4754
Blossom,         F,3,H,9,2,1,65585.5841,7,0,Threat,pic,0,0,H,61114.9801,-61114.9801
Blossom,         F,3,H,10,2,1,392.8296,6,1,Threat,pic,0,0,H,-4077.7744,4077.7744
Blossom,         F,3,H,11,2,1,2171.489,8,1,Threat,pic,0,0,H,-2299.115,2299.115
Blossom,         F,3,H,12,2,1,49690.1486,5,0,Threat,pic,0,0,H,45219.5446,-45219.5446
Blossom,         F,3,H,15,3,1,47893.3832,6,0,Threat,pic,0,0,H,43422.7792,-43422.7792
Blossom,         F,3,H,16,3,1,18682.5761,5,1,Threat,pic,0,0,H,14211.9721,-14211.9721
Blossom,         F,3,H,17,3,1,74965.7902,7,0,Threat,pic,0,0,H,70495.1862,-70495.1862
Blossom,         F,3,H,18,3,1,44957.7781,8,0,Threat,pic,0,0,H,40487.1741,-40487.1741
Blossom,         F,3,H,21,4,1,19606.0457,11,1,Neutral,pic,0,0,H,15135.4417,-15135.4417
Blossom,         F,3,H,22,4,1,8020.2293,10,1,Neutral,pic,0,0,H,3549.6253,-3549.6253
Blossom,         F,3,H,23,4,1,16628.0031,9,1,Neutral,pic,0,0,H,12157.3991,-12157.3991
Blossom,         F,3,H,24,4,1,12416.4404,12,1,Neutral,pic,0,0,H,7945.8364,-7945.8364
Blossom,         F,3,H,27,5,1,26852.2121,1,1,Object,pic,0,0,H,22381.6081,-22381.6081
Blossom,         F,3,H,28,5,1,9512.7785,4,1,Object,pic,0,0,H,5042.1745,-5042.1745
Blossom,         F,3,H,29,5,1,4602.101,2,1,Object,pic,0,0,H,131.497,-131.497
Blossom,         F,3,H,30,5,1,5184.6308,3,1,Object,pic,0,0,H,714.0268,-714.0268
Blossom,         F,3,H,33,6,1,1351.9689,3,1,Object,pic,0,0,H,-3118.6351,3118.6351
Blossom,         F,3,H,34,6,1,3940.1575,2,1,Object,pic,0,0,H,-530.4465,530.4465
Blossom,         F,3,H,35,6,1,3126.3723,1,1,Object,pic,0,0,H,-1344.2317,1344.2317
Blossom,         F,3,H,36,6,1,1716.1094,4,1,Object,pic,0,0,H,-2754.4946,2754.4946
Blossom,         F,3,H,1,1,2,2032.8477,0,1,None,None,0,0,H,-2437.7563,2437.7563
Blossom,         F,3,H,2,1,2,8170.0747,0,1,None,None,0,0,H,3699.4707,-3699.4707
Blossom,         F,3,H,7,2,2,102328.6977,0,1,None,None,0,0,H,97858.0937,-97858.0937
Blossom,         F,3,H,8,2,2,2621.481,0,1,None,None,0,0,H,-1849.123,1849.123
Blossom,         F,3,H,9,2,2,1287.3532,0,1,None,None,0,0,H,-3183.2508,3183.2508
Blossom,         F,3,H,14,3,2,3219.7062,0,1,None,None,0,0,H,-1250.8978,1250.8978
Blossom,         F,3,H,15,3,2,3167.9609,0,1,None,None,0,0,H,-1302.6431,1302.6431
Blossom,         F,3,H,20,4,2,149.3555,0,1,None,None,0,0,H,-4321.2485,4321.2485
Blossom,         F,3,H,21,4,2,4408.5748,0,1,None,None,0,0,H,-62.0292,62.0292
Blossom,         F,3,H,3,1,2,19415.5693,6,1,Threat,pic,0,0,H,14944.9653,-14944.9653
Blossom,         F,3,H,4,1,2,14464.7166,5,1,Threat,pic,0,0,H,9994.1126,-9994.1126
Blossom,         F,3,H,5,1,2,7568.6127,7,1,Threat,pic,0,0,H,3098.0087,-3098.0087
Blossom,         F,3,H,6,1,2,20202.9669,8,1,Threat,pic,0,0,H,15732.3629,-15732.3629
Blossom,         F,3,H,10,2,2,3755.7334,1,1,Object,pic,0,0,H,-714.8706,714.8706
Blossom,         F,3,H,11,2,2,920.4079,2,1,Object,pic,0,0,H,-3550.1961,3550.1961
Blossom,         F,3,H,12,2,2,1238.9187,3,1,Object,pic,0,0,H,-3231.6853,3231.6853
Blossom,         F,3,H,13,3,2,145.3517,4,1,Object,pic,0,0,H,-4325.2523,4325.2523
Blossom,         F,3,H,16,3,2,103353.0028,4,0,Object,pic,0,0,H,98882.3988,-98882.3988
Blossom,         F,3,H,17,3,2,3849.0162,1,1,Object,pic,0,0,H,-621.5878,621.5878
Blossom,         F,3,H,18,3,2,1561.2058,2,1,Object,pic,0,0,H,-2909.3982,2909.3982
Blossom,         F,3,H,19,4,2,4423.142,3,1,Object,pic,0,0,H,-47.462,47.462
Blossom,         F,3,H,22,,2,,,,,pic,0,,H,-4470.604,4470.604
Blossom,         F,3,H,23,,2,,,,,pic,0,,H,-4470.604,4470.604
Blossom,         F,3,H,24,,2,,,,,pic,0,,H,-4470.604,4470.604
Blossom,         F,3,H,25,,2,,,,,pic,0,,H,-4470.604,4470.604
Blossom,         F,3,H,26,,2,,,,,pic,0,,H,-4470.604,4470.604
Blossom,         F,3,H,27,,2,,,,,pic,0,,H,-4470.604,4470.604
Blossom,         F,3,H,28,,2,,,,,pic,0,,H,-4470.604,4470.604
Blossom,         F,3,H,29,,2,,,,,pic,0,,H,-4470.604,4470.604
Blossom,         F,3,H,30,,2,,,,,pic,0,,H,-4470.604,4470.604
Blossom,         F,3,H,31,,2,,,,,pic,0,,H,-4470.604,4470.604
Blossom,         F,3,H,32,,2,,,,,pic,0,,H,-4470.604,4470.604
Blossom,         F,3,H,33,,2,,,,,pic,0,,H,-4470.604,4470.604
Blossom,         F,3,H,34,,2,,,,,pic,0,,H,-4470.604,4470.604
Blossom,         F,3,H,35,,2,,,,,pic,0,,H,-4470.604,4470.604
Blossom,         F,3,H,36,,2,,,,,pic,0,,H,-4470.604,4470.604
Blossom,         F,3,H,1,1,3,252.6848,0,1,None,None,0,0,H,-4217.9192,4217.9192
Blossom,         F,3,H,2,1,3,62.4637,0,1,None,None,0,0,H,-4408.1403,4408.1403
Blossom,         F,3,H,7,2,3,1191.0336,0,1,None,None,0,0,H,-3279.5704,3279.5704
Blossom,         F,3,H,8,2,3,1537.0248,0,1,None,None,0,0,H,-2933.5792,2933.5792
Blossom,         F,3,H,13,3,3,1463.9793,0,1,None,None,0,0,H,-3006.6247,3006.6247
Blossom,         F,3,H,14,3,3,1155.7212,0,1,None,None,0,0,H,-3314.8828,3314.8828
Blossom,         F,3,H,19,4,3,4639.5769,0,1,None,None,0,0,H,168.9729,-168.9729
Blossom,         F,3,H,20,4,3,8843.8695,0,1,None,None,0,0,H,4373.2655,-4373.2655
Blossom,         F,3,H,25,5,3,7321.5092,0,1,None,None,0,0,H,2850.9052,-2850.9052
Blossom,         F,3,H,26,5,3,3518.1775,0,1,None,None,0,0,H,-952.4265,952.4265
Blossom,         F,3,H,31,6,3,5057.4517,0,1,None,None,0,0,H,586.8477,-586.8477
Blossom,         F,3,H,32,6,3,4794.9006,0,1,None,None,0,0,H,324.2966,-324.2966
Blossom,         F,3,H,3,1,3,3038.0165,4,1,Object,pic,0,0,H,-1432.5875,1432.5875
Blossom,         F,3,H,4,1,3,1476.14,3,1,Object,pic,0,0,H,-2994.464,2994.464
Blossom,         F,3,H,5,1,3,3581.0036,2,1,Object,pic,0,0,H,-889.6004,889.6004
Blossom,         F,3,H,6,1,3,1378.8444,1,1,Object,pic,0,0,H,-3091.7596,3091.7596
Blossom,         F,3,H,9,2,3,302.6255,1,1,Object,pic,0,0,H,-4167.9785,4167.9785
Blossom,         F,3,H,10,2,3,3882.4852,2,1,Object,pic,0,0,H,-588.1188,588.1188
Blossom,         F,3,H,11,2,3,409.0625,3,1,Object,pic,0,0,H,-4061.5415,4061.5415
Blossom,         F,3,H,12,2,3,784.1835,4,1,Object,pic,0,0,H,-3686.4205,3686.4205
Blossom,         F,3,H,15,3,3,131.0539,5,1,Threat,pic,0,0,H,-4339.5501,4339.5501
Blossom,         F,3,H,16,3,3,6572.0403,6,1,Threat,pic,0,0,H,2101.4363,-2101.4363
Blossom,         F,3,H,17,3,3,1808.8906,7,1,Threat,pic,0,0,H,-2661.7134,2661.7134
Blossom,         F,3,H,18,3,3,2531.4923,8,1,Threat,pic,0,0,H,-1939.1117,1939.1117
Blossom,         F,3,H,21,4,3,4187.8831,5,1,Threat,pic,0,0,H,-282.7209,282.7209
Blossom,         F,3,H,22,4,3,3740.7607,7,1,Threat,pic,0,0,H,-729.8433,729.8433
Blossom,         F,3,H,23,4,3,2321.9659,6,1,Threat,pic,0,0,H,-2148.6381,2148.6381
Blossom,         F,3,H,24,4,3,7785.6674,8,1,Threat,pic,0,0,H,3315.0634,-3315.0634
Blossom,         F,3,H,27,5,3,3301.3972,11,1,Neutral,pic,0,0,H,-1169.2068,1169.2068
Blossom,         F,3,H,28,5,3,76824.3511,9,0,Neutral,pic,0,1,H,72353.7471,-72353.7471
Blossom,         F,3,H,29,5,3,2913.6941,12,1,Neutral,pic,0,0,H,-1556.9099,1556.9099
Blossom,         F,3,H,30,5,3,3755.6028,10,1,Neutral,pic,0,0,H,-715.0012,715.0012
Blossom,         F,3,H,33,6,3,33.6009,12,1,Neutral,pic,0,0,H,-4437.0031,4437.0031
Blossom,         F,3,H,34,6,3,1499.7395,11,1,Neutral,pic,0,0,H,-2970.8645,2970.8645
Blossom,         F,3,H,35,6,3,56173.7064,9,0,Neutral,pic,0,1,H,51703.1024,-51703.1024
Blossom,         F,3,H,36,6,3,3138.9375,10,1,Neutral,pic,0,0,H,-1331.6665,1331.6665
Nodon,         M,15,H,1,1,0,9382.9873,0,1,None,None,1,0,H,5291.0123,-5291.0123
Nodon,         M,15,H,2,1,0,769.3924,0,1,None,None,1,0,H,-3322.5826,3322.5826
Nodon,         M,15,H,3,1,0,1414.8,0,1,None,None,1,0,H,-2677.175,2677.175
Nodon,         M,15,H,4,1,0,3474.2638,0,1,None,None,1,0,H,-617.7112,617.7112
Nodon,         M,15,H,5,1,0,9022.7768,0,1,None,None,1,0,H,4930.8018,-4930.8018
Nodon,         M,15,H,6,1,0,4760.273,0,1,None,None,1,0,H,668.298,-668.298
Nodon,         M,15,H,7,1,0,343.8325,0,1,None,None,1,0,H,-3748.1425,3748.1425
Nodon,         M,15,H,8,1,0,2214.356,0,1,None,None,1,0,H,-1877.619,1877.619
Nodon,         M,15,H,9,1,0,2959.056,0,1,None,None,1,0,H,-1132.919,1132.919
Nodon,         M,15,H,10,1,0,193.0859,0,1,None,None,1,0,H,-3898.8891,3898.8891
Nodon,         M,15,H,1,1,1,15182.4032,0,1,None,None,1,0,H,11090.4282,-11090.4282
Nodon,         M,15,H,2,1,1,1529.7559,0,1,None,None,1,0,H,-2562.2191,2562.2191
Nodon,         M,15,H,7,2,1,2053.2904,0,1,None,None,1,0,H,-2038.6846,2038.6846
Nodon,         M,15,H,8,2,1,3941.7876,0,1,None,None,1,0,H,-150.1874,150.1874
Nodon,         M,15,H,13,3,1,255.257,0,1,None,None,1,0,H,-3836.718,3836.718
Nodon,         M,15,H,14,3,1,2736.6114,0,1,None,None,1,0,H,-1355.3636,1355.3636
Nodon,         M,15,H,19,4,1,3660.0397,0,1,None,None,1,0,H,-431.9353,431.9353
Nodon,         M,15,H,20,4,1,2424.9259,0,1,None,None,1,0,H,-1667.0491,1667.0491
Nodon,         M,15,H,25,5,1,1263.6779,0,1,None,None,1,0,H,-2828.2971,2828.2971
Nodon,         M,15,H,26,5,1,2885.3085,0,1,None,None,1,0,H,-1206.6665,1206.6665
Nodon,         M,15,H,31,6,1,4000.2192,0,1,None,None,1,0,H,-91.7558,91.7558
Nodon,         M,15,H,32,6,1,4897.585,0,1,None,None,1,0,H,805.61,-805.61
Nodon,         M,15,H,3,1,1,7543.021,10,1,Neutral,pic,1,1,H,3451.046,-3451.046
Nodon,         M,15,H,4,1,1,5588.0902,9,1,Neutral,pic,1,0,H,1496.1152,-1496.1152
Nodon,         M,15,H,5,1,1,5349.3385,12,1,Neutral,pic,1,0,H,1257.3635,-1257.3635
Nodon,         M,15,H,6,1,1,2924.7509,11,1,Neutral,pic,1,0,H,-1167.2241,1167.2241
Nodon,         M,15,H,9,2,1,149.082,11,1,Neutral,pic,1,0,H,-3942.893,3942.893
Nodon,         M,15,H,10,2,1,5375.3815,12,1,Neutral,pic,1,0,H,1283.4065,-1283.4065
Nodon,         M,15,H,11,2,1,1920.9112,10,1,Neutral,pic,1,0,H,-2171.0638,2171.0638
Nodon,         M,15,H,12,2,1,5858.1004,9,1,Neutral,pic,1,0,H,1766.1254,-1766.1254
Nodon,         M,15,H,15,3,1,389.766,5,1,Threat,pic,1,0,H,-3702.209,3702.209
Nodon,         M,15,H,16,3,1,12211.0165,8,1,Threat,pic,1,0,H,8119.0415,-8119.0415
Nodon,         M,15,H,17,3,1,3696.882,6,1,Threat,pic,1,0,H,-395.093,395.093
Nodon,         M,15,H,18,3,1,1905.8013,7,1,Threat,pic,1,0,H,-2186.1737,2186.1737
Nodon,         M,15,H,21,4,1,2245.3473,8,1,Threat,pic,1,0,H,-1846.6277,1846.6277
Nodon,         M,15,H,22,4,1,970.7341,7,1,Threat,pic,1,0,H,-3121.2409,3121.2409
Nodon,         M,15,H,23,4,1,646.2886,5,1,Threat,pic,1,0,H,-3445.6864,3445.6864
Nodon,         M,15,H,24,4,1,3528.9732,6,1,Threat,pic,1,0,H,-563.0018,563.0018
Nodon,         M,15,H,27,5,1,417.6891,1,1,Object,pic,1,0,H,-3674.2859,3674.2859
Nodon,         M,15,H,28,5,1,5644.8541,4,1,Object,pic,1,0,H,1552.8791,-1552.8791
Nodon,         M,15,H,29,5,1,3263.9144,3,1,Object,pic,1,0,H,-828.0606,828.0606
Nodon,         M,15,H,30,5,1,983.5756,2,1,Object,pic,1,0,H,-3108.3994,3108.3994
Nodon,         M,15,H,33,6,1,8807.7964,1,1,Object,pic,1,0,H,4715.8214,-4715.8214
Nodon,         M,15,H,34,6,1,2044.7306,2,1,Object,pic,1,0,H,-2047.2444,2047.2444
Nodon,         M,15,H,35,6,1,835.8364,4,1,Object,pic,1,0,H,-3256.1386,3256.1386
Nodon,         M,15,H,36,6,1,263.9928,3,1,Object,pic,1,0,H,-3827.9822,3827.9822
Nodon,         M,15,H,1,1,2,32.0431,0,1,None,None,1,0,H,-4059.9319,4059.9319
Nodon,         M,15,H,2,1,2,355.498,0,1,None,None,1,0,H,-3736.477,3736.477
Nodon,         M,15,H,7,2,2,7554.0499,0,1,None,None,1,0,H,3462.0749,-3462.0749
Nodon,         M,15,H,8,2,2,8615.9104,0,1,None,None,1,0,H,4523.9354,-4523.9354
Nodon,         M,15,H,13,3,2,2242.2299,0,1,None,None,1,0,H,-1849.7451,1849.7451
Nodon,         M,15,H,14,3,2,3282.825,0,1,None,None,1,0,H,-809.15,809.15
Nodon,         M,15,H,19,4,2,6432.1374,0,1,None,None,1,0,H,2340.1624,-2340.1624
Nodon,         M,15,H,20,4,2,2543.1742,0,1,None,None,1,0,H,-1548.8008,1548.8008
Nodon,         M,15,H,25,5,2,14221.0518,0,1,None,None,1,0,H,10129.0768,-10129.0768
Nodon,         M,15,H,26,5,2,2424.9079,0,1,None,None,1,0,H,-1667.0671,1667.0671
Nodon,         M,15,H,31,6,2,585.903,0,1,None,None,1,0,H,-3506.072,3506.072
Nodon,         M,15,H,32,6,2,1292.6362,0,1,None,None,1,0,H,-2799.3388,2799.3388
Nodon,         M,15,H,3,1,2,3332.8798,9,1,Neutral,pic,1,0,H,-759.0952,759.0952
Nodon,         M,15,H,4,1,2,9869.7597,10,1,Neutral,pic,1,0,H,5777.7847,-5777.7847
Nodon,         M,15,H,5,1,2,5528.4558,12,1,Neutral,pic,1,0,H,1436.4808,-1436.4808
Nodon,         M,15,H,6,1,2,6155.6961,11,1,Neutral,pic,1,0,H,2063.7211,-2063.7211
Nodon,         M,15,H,9,2,2,9774.4374,6,1,Threat,pic,1,0,H,5682.4624,-5682.4624
Nodon,         M,15,H,10,2,2,2440.7134,5,1,Threat,pic,1,0,H,-1651.2616,1651.2616
Nodon,         M,15,H,11,2,2,3222.5426,8,1,Threat,pic,1,0,H,-869.4324,869.4324
Nodon,         M,15,H,12,2,2,5957.2426,7,1,Threat,pic,1,0,H,1865.2676,-1865.2676
Nodon,         M,15,H,15,3,2,271.5545,2,1,Object,pic,1,0,H,-3820.4205,3820.4205
Nodon,         M,15,H,16,3,2,9.3102,3,1,Object,pic,1,0,H,-4082.6648,4082.6648
Nodon,         M,15,H,17,3,2,96.8895,4,1,Object,pic,1,0,H,-3995.0855,3995.0855
Nodon,         M,15,H,18,3,2,5420.2165,1,1,Object,pic,1,0,H,1328.2415,-1328.2415
Nodon,         M,15,H,21,4,2,2434.2676,5,1,Threat,pic,1,0,H,-1657.7074,1657.7074
Nodon,         M,15,H,22,4,2,2133.1539,6,1,Threat,pic,1,0,H,-1958.8211,1958.8211
Nodon,         M,15,H,23,4,2,592.6987,7,1,Threat,pic,1,0,H,-3499.2763,3499.2763
Nodon,         M,15,H,24,4,2,2463.9073,8,1,Threat,pic,1,0,H,-1628.0677,1628.0677
Nodon,         M,15,H,27,5,2,7637.1366,9,1,Neutral,pic,1,0,H,3545.1616,-3545.1616
Nodon,         M,15,H,28,5,2,652.4661,12,1,Neutral,pic,1,0,H,-3439.5089,3439.5089
Nodon,         M,15,H,29,5,2,1367.3822,11,1,Neutral,pic,1,0,H,-2724.5928,2724.5928
Nodon,         M,15,H,30,5,2,10095.6691,10,1,Neutral,pic,1,0,H,6003.6941,-6003.6941
Nodon,         M,15,H,33,6,2,1630.1237,3,1,Object,pic,1,0,H,-2461.8513,2461.8513
Nodon,         M,15,H,34,6,2,762.3724,1,1,Object,pic,1,0,H,-3329.6026,3329.6026
Nodon,         M,15,H,35,6,2,9410.1418,4,1,Object,pic,1,0,H,5318.1668,-5318.1668
Nodon,         M,15,H,36,6,2,7912.9146,2,1,Object,pic,1,0,H,3820.9396,-3820.9396
Nodon,         M,15,H,1,1,3,6296.0378,0,1,None,None,1,0,H,2204.0628,-2204.0628
Nodon,         M,15,H,2,1,3,2550.1964,0,1,None,None,1,0,H,-1541.7786,1541.7786
Nodon,         M,15,H,7,2,3,795.7686,0,1,None,None,1,0,H,-3296.2064,3296.2064
Nodon,         M,15,H,8,2,3,426.1918,0,1,None,None,1,0,H,-3665.7832,3665.7832
Nodon,         M,15,H,13,3,3,3463.2866,0,1,None,None,1,0,H,-628.6884,628.6884
